date,AAPL,AMZN,CSCO,DIS,GOOG,INTC,ITIC,JPM,KO,META,MSFT,NFLX,NVDA,PEP,PFE,PG,TSLA,V,VZ,XOM
2020-01-20,0.06818181818181818,0.45,0.15,0.024857954545454544,-0.06666666666666667,0.1,0.25,0.0,0.1625,-0.16666666666666669,0.028571428571428577,0.20000000000000004,0.32765656565656565,0.0,0.0,0.06818181818181818,0.40249999999999997,0.11805555555555555,1.0,-0.24999999999999997
2020-01-21,0.06818181818181818,0.45,0.5,0.5416666666666666,0.0,-0.006712962962962962,0.25,0.001515151515151511,0.06818181818181818,-0.16666666666666669,0.037500000000000006,0.026920995670995675,0.32765656565656565,0.275,0.0,0.06818181818181818,-0.04916125541125542,0.06818181818181818,-0.01875,-0.00416666666666668
2020-01-22,0.3566666666666667,0.125,0.5,0.03709490740740741,0.0,0.2074074074074074,0.25,0.001515151515151511,0.0,0.27708333333333335,0.2041666666666667,-0.2140625,0.32765656565656565,0.275,0.5,0.023232323232323215,0.14285714285714285,0.12095959595959596,-0.01875,-0.2125
2020-01-23,0.1111111111111111,0.3833333333333333,0.5,0.6000000000000001,0.625,0.21666666666666667,0.25,0.0,0.15,0.18409090909090908,0.18333333333333335,0.000595238095238094,0.32765656565656565,0.275,0.0,0.0675,0.0,0.1515151515151515,-0.01875,-0.015767045454545457
2020-01-24,0.1111111111111111,0.0,-0.1,0.24055555555555555,0.008333333333333331,0.21666666666666667,0.25,0.3,-0.025,0.18409090909090908,0.18333333333333335,0.0,0.32765656565656565,0.275,0.0,0.25,0.0909090909090909,0.04867424242424241,-0.01875,-0.015767045454545457
2020-01-25,0.1111111111111111,0.0,-0.1,0.24055555555555555,0.008333333333333331,0.21666666666666667,0.25,0.3,-0.025,0.18409090909090908,0.18333333333333335,0.0,0.32765656565656565,0.275,0.0,0.25,0.0909090909090909,0.04867424242424241,-0.01875,-0.015767045454545457
2020-01-26,0.1111111111111111,0.0,0.2556818181818182,0.24055555555555555,0.008333333333333331,0.21666666666666667,0.25,-0.057291666666666664,-0.025,0.18409090909090908,0.18333333333333335,0.6875,0.32765656565656565,0.275,0.0,0.25,0.0909090909090909,0.04867424242424241,-0.01875,0.0
2020-01-27,0.175,-0.25,0.18703703703703703,0.24055555555555555,0.008333333333333331,0.21666666666666667,0.25,-0.057291666666666664,0.2125,-0.05416666666666667,0.06818181818181818,0.33333333333333337,0.32765656565656565,0.0625,0.0,0.07828282828282827,-0.05925925925925927,0.04867424242424241,-0.01875,0.0571969696969697
2020-01-28,0.175,0.2628787878787879,0.11696969696969697,0.3,0.15,0.03809523809523809,0.25,-0.12222222222222223,0.2125,0.33666666666666667,0.0,0.33333333333333337,0.32765656565656565,0.0,0.1196969696969697,0.07828282828282827,-0.05925925925925927,0.0625,0.18409090909090908,0.0
2020-01-29,0.13809523809523808,0.0,0.0,0.1278409090909091,0.15,0.03809523809523809,0.25,-0.13,0.2125,0.33666666666666667,-0.04772727272727273,0.33333333333333337,0.32765656565656565,0.0,-0.03333333333333333,0.07828282828282827,0.11458333333333333,0.0625,0.18409090909090908,0.0
2020-01-30,0.12916666666666668,0.5,0.0,0.0,0.15,0.03809523809523809,0.25,0.25,0.0,0.33666666666666667,-0.04772727272727273,0.33333333333333337,0.32765656565656565,0.15656565656565655,0.16363636363636364,0.2708333333333333,0.0,0.0625,0.08333333333333334,0.0
2020-01-31,0.0,0.375,0.25,0.0,0.21749999999999997,0.0,0.25,0.25,0.07386363636363637,-0.05166666666666668,0.0,0.09375,0.32765656565656565,0.1111111111111111,-0.07500000000000001,0.2708333333333333,0.0875,-0.0004419191919191878,-0.21666666666666667,-0.008333333333333333
2020-02-01,0.0,0.0,0.0,0.0,0.21749999999999997,-0.09285714285714287,0.25,0.25,0.24285714285714285,-0.35,0.0,0.09375,0.32765656565656565,0.1111111111111111,-0.07500000000000001,0.2708333333333333,0.0875,-0.0004419191919191878,0.38333333333333336,-0.008333333333333333
2020-02-02,0.0,0.4,0.0,0.0,0.21749999999999997,-0.6,0.25,0.25,0.24285714285714285,-0.35,0.0,0.09375,0.32765656565656565,0.1111111111111111,-0.07500000000000001,0.2708333333333333,0.0875,-0.0004419191919191878,0.38333333333333336,0.375
2020-02-03,0.45,0.08750000000000001,0.0,0.0,0.125,-0.07777777777777778,0.25,0.25,0.021731060606060608,0.5,-0.04652777777777778,0.0,0.32765656565656565,0.1111111111111111,-0.07500000000000001,0.425,0.0875,0.26666666666666666,0.38333333333333336,0.0
2020-02-04,0.45,0.08750000000000001,0.0,0.0,0.08409090909090909,0.275,0.25,0.25,0.021731060606060608,0.0,0.11481481481481481,0.12,0.32765656565656565,0.1111111111111111,0.1625,0.425,0.0875,-0.009659090909090909,0.37916666666666665,0.11207386363636364
2020-02-05,0.025694444444444436,0.32999999999999996,0.07575757575757576,0.0,0.225,0.0,0.25,0.0,0.022727272727272724,0.0,0.08333333333333333,-0.10227272727272728,0.32765656565656565,0.0,0.10378787878787878,0.425,0.0875,-0.009659090909090909,0.37916666666666665,0.09393939393939393
2020-02-06,0.0,0.32999999999999996,0.0,0.0,0.225,-0.011688311688311692,0.25,0.04545454545454545,0.022727272727272724,0.05,0.08333333333333333,0.5253968253968254,0.32765656565656565,0.0,0.10378787878787878,0.425,0.125,-0.10643939393939394,0.37916666666666665,0.09393939393939393
2020-02-07,0.0923888888888889,0.32999999999999996,0.0,0.0,0.225,0.19166666666666665,0.25,0.3,0.022727272727272724,0.05,0.1,-0.03571428571428571,0.32765656565656565,0.0,0.10378787878787878,0.425,0.2375,0.061136363636363635,0.37916666666666665,0.09393939393939393
2020-02-08,0.2916666666666667,0.32999999999999996,0.0,0.0,0.225,0.19166666666666665,0.25,0.3,0.16666666666666666,0.05,0.1,-0.03571428571428571,0.32765656565656565,0.0037037037037037,0.10378787878787878,0.425,0.0,0.061136363636363635,0.37916666666666665,0.09393939393939393
2020-02-09,0.5,0.32999999999999996,0.0,0.0,0.225,0.19166666666666665,0.25,0.3,0.16666666666666666,0.05,0.1,-0.15,0.32765656565656565,0.0037037037037037,0.10378787878787878,0.425,0.0,0.061136363636363635,0.37916666666666665,0.09393939393939393
2020-02-10,0.35833333333333334,0.375,0.0,0.5,0.06944444444444443,0.19166666666666665,0.25,0.3,0.1416666666666667,0.16222222222222224,-0.16666666666666666,-0.15,0.32765656565656565,0.0037037037037037,-0.18125,0.425,0.0,-0.015151515151515152,0.37916666666666665,0.05
2020-02-11,0.35833333333333334,0.05,0.0,0.5,0.125,0.19166666666666665,0.25,0.059744318181818176,0.1416666666666667,0.25,0.275,0.0,0.32765656565656565,0.0037037037037037,0.10606060606060606,0.14166666666666666,-0.09999999999999999,0.3333333333333333,0.37916666666666665,-0.4
2020-02-12,0.22455357142857144,0.05,0.16666666666666666,0.5,0.0625,0.10416666666666667,0.25,0.2888888888888889,0.09999999999999998,0.1625,0.3143939393939394,0.5,0.32765656565656565,0.0037037037037037,0.36818181818181817,0.14166666666666666,0.06666666666666667,0.20000000000000004,0.37916666666666665,-0.0365
2020-02-13,0.22455357142857144,0.09166666666666667,0.05833333333333334,0.5,0.0,0.0,0.25,-0.016666666666666666,0.09999999999999998,0.21818181818181817,0.13333333333333333,0.5,0.32765656565656565,0.05133333333333333,0.5,-0.5,0.24318181818181817,0.5,0.37916666666666665,-0.0365
2020-02-14,0.22455357142857144,0.5071428571428571,0.05833333333333334,0.5,0.0,0.0,0.25,0.13636363636363635,0.06818181818181818,0.21818181818181817,0.13333333333333333,0.3,0.32765656565656565,0.3361111111111111,0.5,-0.5,0.24318181818181817,0.0,0.37916666666666665,-0.0365
